"空间键","空间名称","页面ID","父页面ID","父页面标题","标题","层级深度","同级序号","目录路径","主题推断","最后修改时间","最后修改人","子页面是否截断","链接"
"RJYFBGG","软件研发部公共空间","122488936","122488265","22、人才地图","手机产品软件所","2","7","软件研发部公共空间 主页 / 22、人才地图 / 手机产品软件所","其他","2021-04-19 18:16:13","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=122488936"
"RJYFBGG","软件研发部公共空间","122488822","122488265","22、人才地图","手机平台软件所","2","8","软件研发部公共空间 主页 / 22、人才地图 / 手机平台软件所","其他","2021-04-19 18:05:36","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=122488822"
"RJYFBGG","软件研发部公共空间","122488807","122488265","22、人才地图","手机应用软件所","2","9","软件研发部公共空间 主页 / 22、人才地图 / 手机应用软件所","其他","2021-04-19 18:04:09","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=122488807"
"RJYFBGG","软件研发部公共空间","122488974","122488265","22、人才地图","武研","2","10","软件研发部公共空间 主页 / 22、人才地图 / 武研","其他","2021-04-19 18:20:57","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=122488974"
"RJYFBGG","软件研发部公共空间","122488915","122488265","22、人才地图","海外电视整机软件所","2","11","软件研发部公共空间 主页 / 22、人才地图 / 海外电视整机软件所","其他","2021-04-19 18:14:28","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=122488915"
"RJYFBGG","软件研发部公共空间","122488790","122488265","22、人才地图","海外软件开发所","2","12","软件研发部公共空间 主页 / 22、人才地图 / 海外软件开发所","其他","2021-04-19 18:02:30","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=122488790"
"RJYFBGG","软件研发部公共空间","122488985","122488265","22、人才地图","深研","2","13","软件研发部公共空间 主页 / 22、人才地图 / 深研","其他","2021-04-19 18:22:08","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=122488985"
"RJYFBGG","软件研发部公共空间","207403832","14824627","软件研发部公共空间 主页","23、任职资格","1","25","软件研发部公共空间 主页 / 23、任职资格","其他","2023-05-22 13:13:42","张继栋","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=207403832"
"RJYFBGG","软件研发部公共空间","213422729","207403832","23、任职资格","2023年任职资格建设","2","1","软件研发部公共空间 主页 / 23、任职资格 / 2023年任职资格建设","其他","2023-06-02 10:14:07","纪开虎","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=213422729"
"RJYFBGG","软件研发部公共空间","216383342","207403832","23、任职资格","任职资格实操考试","2","2","软件研发部公共空间 主页 / 23、任职资格 / 任职资格实操考试","其他","2023-06-19 14:30:09","纪开虎","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=216383342"
"RJYFBGG","软件研发部公共空间","214277862","207403832","23、任职资格","实操考试","2","3","软件研发部公共空间 主页 / 23、任职资格 / 实操考试","其他","2023-05-22 11:22:35","张继栋","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=214277862"
"RJYFBGG","软件研发部公共空间","154219077","14824627","软件研发部公共空间 主页","24、招聘","1","26","软件研发部公共空间 主页 / 24、招聘","其他","2023-05-22 13:13:49","张继栋","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=154219077"
"RJYFBGG","软件研发部公共空间","154219083","154219077","24、招聘","手机软件2022年招聘台账","2","1","软件研发部公共空间 主页 / 24、招聘 / 手机软件2022年招聘台账","其他","2022-03-25 18:57:46","未知用户 (zhouchunmeng)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=154219083"
"RJYFBGG","软件研发部公共空间","68293445","14824627","软件研发部公共空间 主页","25、信息统计","1","27","软件研发部公共空间 主页 / 25、信息统计","数据与质量","2023-05-22 13:13:58","张继栋","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=68293445"
"RJYFBGG","软件研发部公共空间","68293450","68293445","25、信息统计","2020年内销电视云平台扩容计划","2","1","软件研发部公共空间 主页 / 25、信息统计 / 2020年内销电视云平台扩容计划","版本与计划","2019-10-15 16:36:03","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=68293450"
"RJYFBGG","软件研发部公共空间","68293476","68293445","25、信息统计","2020年外销电视云平台扩容计划","2","2","软件研发部公共空间 主页 / 25、信息统计 / 2020年外销电视云平台扩容计划","版本与计划","2019-10-14 09:16:13","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=68293476"
"RJYFBGG","软件研发部公共空间","141072476","68293445","25、信息统计","2022 年开发云扩容需求","2","3","软件研发部公共空间 主页 / 25、信息统计 / 2022 年开发云扩容需求","需求与功能","2022-10-17 17:00:12","马腾腾","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=141072476"
"RJYFBGG","软件研发部公共空间","157194335","68293445","25、信息统计","2022年3月份子女无人看护且符合居家办公要求的人员信息统计","2","4","软件研发部公共空间 主页 / 25、信息统计 / 2022年3月份子女无人看护且符合居家办公要求的人员信息统计","数据与质量","2022-03-15 18:19:19","未知用户 (lizhiguo1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=157194335"
"RJYFBGG","软件研发部公共空间","157190178","68293445","25、信息统计","2022年3月份疫情员工隔离信息统计","2","5","软件研发部公共空间 主页 / 25、信息统计 / 2022年3月份疫情员工隔离信息统计","数据与质量","2022-03-31 10:04:31","曹圆圆","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=157190178"
"RJYFBGG","软件研发部公共空间","157196498","68293445","25、信息统计","2022年3月居家办公信息统计","2","6","软件研发部公共空间 主页 / 25、信息统计 / 2022年3月居家办公信息统计","数据与质量","2022-03-31 10:01:03","曹圆圆","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=157196498"
"RJYFBGG","软件研发部公共空间","196543420","68293445","25、信息统计","2023 年开发云扩容需求","2","7","软件研发部公共空间 主页 / 25、信息统计 / 2023 年开发云扩容需求","需求与功能","2023-06-29 15:02:16","未知用户 (yujiashan)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=196543420"
"RJYFBGG","软件研发部公共空间","236717476","68293445","25、信息统计","2024 年开发云扩容需求--截止到2024年5月10号","2","8","软件研发部公共空间 主页 / 25、信息统计 / 2024 年开发云扩容需求--截止到2024年5月10号","需求与功能","2024-10-14 10:41:16","于洪","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=236717476"
"RJYFBGG","软件研发部公共空间","263688846","68293445","25、信息统计","2024opengrok代码清理","2","9","软件研发部公共空间 主页 / 25、信息统计 / 2024opengrok代码清理","数据与质量","2024-08-29 11:16:11","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=263688846"
"RJYFBGG","软件研发部公共空间","223288012","68293445","25、信息统计","23年三季度考勤未正常打卡信息申诉","2","10","软件研发部公共空间 主页 / 25、信息统计 / 23年三季度考勤未正常打卡信息申诉","数据与质量","2023-10-23 20:49:23","王庆太","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=223288012"
"RJYFBGG","软件研发部公共空间","217784301","68293445","25、信息统计","23年二季度考勤未正常打卡信息申诉","2","11","软件研发部公共空间 主页 / 25、信息统计 / 23年二季度考勤未正常打卡信息申诉","数据与质量","2023-07-21 10:47:05","贾桂丽","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=217784301"
"RJYFBGG","软件研发部公共空间","229090685","68293445","25、信息统计","23年四季度考勤未正常打卡信息申诉","2","12","软件研发部公共空间 主页 / 25、信息统计 / 23年四季度考勤未正常打卡信息申诉","数据与质量","2024-01-29 10:59:56","邓子敬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=229090685"
"RJYFBGG","软件研发部公共空间","195241394","68293445","25、信息统计","9618 [Need help] 春节需要海信同步加班清单","2","13","软件研发部公共空间 主页 / 25、信息统计 / 9618 [Need help] 春节需要海信同步加班清单","数据与质量","2023-03-10 12:24:51","贾桂丽","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=195241394"
"RJYFBGG","软件研发部公共空间","83303601","68293445","25、信息统计","MSD668项目模块人员统计","2","14","软件研发部公共空间 主页 / 25、信息统计 / MSD668项目模块人员统计","项目管理","2020-05-21 16:18:35","辛化东","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=83303601"
"RJYFBGG","软件研发部公共空间","83303007","68293445","25、信息统计","MT9602-SA项目模块人员统计","2","15","软件研发部公共空间 主页 / 25、信息统计 / MT9602-SA项目模块人员统计","项目管理","2020-05-12 15:11:21","未知用户 (shaozhuhe)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=83303007"
"RJYFBGG","软件研发部公共空间","221869652","68293445","25、信息统计","互联网应用程序备案工作","2","16","软件研发部公共空间 主页 / 25、信息统计 / 互联网应用程序备案工作","数据与质量","2023-09-25 11:40:16","刘承龙","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=221869652"
"RJYFBGG","软件研发部公共空间","68852631","68293445","25、信息统计","代码统计20191018","2","17","软件研发部公共空间 主页 / 25、信息统计 / 代码统计20191018","数据与质量","2019-10-21 18:45:33","张敬坤","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=68852631"
"RJYFBGG","软件研发部公共空间","143430667","68293445","25、信息统计","先进制造","2","18","软件研发部公共空间 主页 / 25、信息统计 / 先进制造","数据与质量","2021-11-19 10:06:33","未晓玲","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=143430667"
"RJYFBGG","软件研发部公共空间","71407934","68293445","25、信息统计","分支信息控制","2","19","软件研发部公共空间 主页 / 25、信息统计 / 分支信息控制","数据与质量","2019-11-14 15:29:43","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=71407934"
"RJYFBGG","软件研发部公共空间","137635424","68293445","25、信息统计","可下载的云桌面统计","2","20","软件研发部公共空间 主页 / 25、信息统计 / 可下载的云桌面统计","数据与质量","2021-09-17 10:35:22","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=137635424"
"RJYFBGG","软件研发部公共空间","268417241","68293445","25、信息统计","固定资产","2","21","软件研发部公共空间 主页 / 25、信息统计 / 固定资产","数据与质量","2024-09-24 17:56:31","张晓军","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=268417241"
"RJYFBGG","软件研发部公共空间","299017651","68293445","25、信息统计","安卓应用Jetpack Compose学习名单","2","22","软件研发部公共空间 主页 / 25、信息统计 / 安卓应用Jetpack Compose学习名单","培训与知识","2025-07-16 20:12:21","刘承龙","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=299017651"
"RJYFBGG","软件研发部公共空间","188662041","68293445","25、信息统计","居家办公信息统计","2","23","软件研发部公共空间 主页 / 25、信息统计 / 居家办公信息统计","数据与质量","2022-12-12 19:16:15","未知用户 (yuxiaoxia2)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=188662041"
"RJYFBGG","软件研发部公共空间","273086625","68293445","25、信息统计","文件拷贝拦截需求统计","2","24","软件研发部公共空间 主页 / 25、信息统计 / 文件拷贝拦截需求统计","需求与功能","2024-10-29 14:37:29","白晓东","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=273086625"
"RJYFBGG","软件研发部公共空间","99322880","68293445","25、信息统计","未使用Android Studio开发Android App的详情","2","25","软件研发部公共空间 主页 / 25、信息统计 / 未使用Android Studio开发Android App的详情","数据与质量","2020-09-02 17:21:28","苑衍梅","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=99322880"
"RJYFBGG","软件研发部公共空间","79793546","68293445","25、信息统计","疫情防控期间VPN申请","2","26","软件研发部公共空间 主页 / 25、信息统计 / 疫情防控期间VPN申请","数据与质量","2020-02-15 10:25:42","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=79793546"
"RJYFBGG","软件研发部公共空间","294915273","68293445","25、信息统计","部门邮箱信息统计2025.3.13","2","27","软件研发部公共空间 主页 / 25、信息统计 / 部门邮箱信息统计2025.3.13","数据与质量","2025-03-14 13:42:45","孙永瑞","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=294915273"
"RJYFBGG","软件研发部公共空间","250624119","68293445","25、信息统计","长焦幕布数据储备信息统计","2","28","软件研发部公共空间 主页 / 25、信息统计 / 长焦幕布数据储备信息统计","数据与质量","2024-07-04 09:43:40","窦学鹏","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=250624119"
"RJYFBGG","软件研发部公共空间","215349544","68293445","25、信息统计","青岛市“护网2023”网络攻防演习--密码要求（研发）","2","29","软件研发部公共空间 主页 / 25、信息统计 / 青岛市“护网2023”网络攻防演习--密码要求（研发）","数据与质量","2023-06-02 14:24:10","赵静","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=215349544"
"RJYFBGG","软件研发部公共空间","130451027","14824627","软件研发部公共空间 主页","26、持续集成CI","1","28","软件研发部公共空间 主页 / 26、持续集成CI","设计与架构","2023-05-22 13:14:17","张继栋","是","http://dmtks.hisense.com/pages/viewpage.action?pageId=130451027"
"RJYFBGG","软件研发部公共空间","131143241","130451027","26、持续集成CI","0、单元测试报告模板","2","1","软件研发部公共空间 主页 / 26、持续集成CI / 0、单元测试报告模板","设计与架构","2021-08-04 11:10:43","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=131143241"
"RJYFBGG","软件研发部公共空间","218139661","130451027","26、持续集成CI","10、CI流程执行过程问题记录","2","2","软件研发部公共空间 主页 / 26、持续集成CI / 10、CI流程执行过程问题记录","设计与架构","2023-07-21 21:13:13","鲁好锦","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=218139661"
"RJYFBGG","软件研发部公共空间","182650323","130451027","26、持续集成CI","10月份","2","3","软件研发部公共空间 主页 / 26、持续集成CI / 10月份","设计与架构","2022-10-09 15:13:47","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=182650323"
"RJYFBGG","软件研发部公共空间","131143258","130451027","26、持续集成CI","1、2021单元测试报告","2","4","软件研发部公共空间 主页 / 26、持续集成CI / 1、2021单元测试报告","设计与架构","2022-01-04 16:20:51","未知用户 (zhangweili1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=131143258"
"RJYFBGG","软件研发部公共空间","148570976","130451027","26、持续集成CI","1、2022单元测试报告","2","5","软件研发部公共空间 主页 / 26、持续集成CI / 1、2022单元测试报告","设计与架构","2022-10-21 11:37:17","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=148570976"
"RJYFBGG","软件研发部公共空间","205687927","130451027","26、持续集成CI","1、2023年单元测试要求","2","6","软件研发部公共空间 主页 / 26、持续集成CI / 1、2023年单元测试要求","设计与架构","2023-03-27 15:23:56","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=205687927"
"RJYFBGG","软件研发部公共空间","149991028","130451027","26、持续集成CI","2022单元测试指标分解原始数据","2","7","软件研发部公共空间 主页 / 26、持续集成CI / 2022单元测试指标分解原始数据","设计与架构","2022-01-07 09:18:11","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=149991028"
"RJYFBGG","软件研发部公共空间","185271999","130451027","26、持续集成CI","23年CI规划","2","8","软件研发部公共空间 主页 / 26、持续集成CI / 23年CI规划","设计与架构","2023-02-22 15:42:18","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=185271999"
"RJYFBGG","软件研发部公共空间","193513183","130451027","26、持续集成CI","23年单元测试特殊情况记录","2","9","软件研发部公共空间 主页 / 26、持续集成CI / 23年单元测试特殊情况记录","设计与架构","2023-01-07 15:47:15","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=193513183"
"RJYFBGG","软件研发部公共空间","224261983","130451027","26、持续集成CI","23年软件大事任务支撑 及 计划与完成情况","2","10","软件研发部公共空间 主页 / 26、持续集成CI / 23年软件大事任务支撑 及 计划与完成情况","设计与架构","2023-11-17 14:38:33","鲁好锦","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=224261983"
"RJYFBGG","软件研发部公共空间","228768113","130451027","26、持续集成CI","24年CI规划","2","11","软件研发部公共空间 主页 / 26、持续集成CI / 24年CI规划","设计与架构","2024-01-22 14:40:23","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=228768113"
"RJYFBGG","软件研发部公共空间","131147652","130451027","26、持续集成CI","2、测试统计工具使用说明","2","12","软件研发部公共空间 主页 / 26、持续集成CI / 2、测试统计工具使用说明","设计与架构","2023-01-08 17:58:40","刘承龙","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=131147652"
"RJYFBGG","软件研发部公共空间","165752997","130451027","26、持续集成CI","34 自动化持续集成能力提升项目","2","13","软件研发部公共空间 主页 / 26、持续集成CI / 34 自动化持续集成能力提升项目","设计与架构","2022-05-26 12:06:33","未知用户 (liutianchang)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=165752997"
"RJYFBGG","软件研发部公共空间","133306607","130451027","26、持续集成CI","3、单元测试流程","2","14","软件研发部公共空间 主页 / 26、持续集成CI / 3、单元测试流程","设计与架构","2022-05-13 10:04:36","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=133306607"
"RJYFBGG","软件研发部公共空间","153430043","130451027","26、持续集成CI","4、单元测试接口人具体活动","2","15","软件研发部公共空间 主页 / 26、持续集成CI / 4、单元测试接口人具体活动","设计与架构","2023-02-09 16:13:20","刘承龙","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=153430043"
"RJYFBGG","软件研发部公共空间","171419727","130451027","26、持续集成CI","4、应用CI 相关资料","2","16","软件研发部公共空间 主页 / 26、持续集成CI / 4、应用CI 相关资料","设计与架构","2024-02-29 19:55:29","邵肖明","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=171419727"
"RJYFBGG","软件研发部公共空间","173912738","130451027","26、持续集成CI","6、静态代码检查","2","17","软件研发部公共空间 主页 / 26、持续集成CI / 6、静态代码检查","设计与架构","2022-08-04 11:49:28","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=173912738"
"RJYFBGG","软件研发部公共空间","174725660","130451027","26、持续集成CI","7、CI培训","2","18","软件研发部公共空间 主页 / 26、持续集成CI / 7、CI培训","设计与架构","2022-11-22 10:06:35","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=174725660"
"RJYFBGG","软件研发部公共空间","199137919","130451027","26、持续集成CI","8、月度SIT问题复盘","2","19","软件研发部公共空间 主页 / 26、持续集成CI / 8、月度SIT问题复盘","设计与架构","2023-02-17 13:48:12","鲁好锦","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=199137919"
"RJYFBGG","软件研发部公共空间","178597920","130451027","26、持续集成CI","9618项目自动化测试用例 开发任务分解","2","20","软件研发部公共空间 主页 / 26、持续集成CI / 9618项目自动化测试用例 开发任务分解","设计与架构","2022-09-07 17:07:29","鲁好锦","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=178597920"
"RJYFBGG","软件研发部公共空间","213427626","130451027","26、持续集成CI","9、发布的周报/月报","2","21","软件研发部公共空间 主页 / 26、持续集成CI / 9、发布的周报/月报","设计与架构","2023-05-10 14:16:50","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=213427626"
"RJYFBGG","软件研发部公共空间","201954644","130451027","26、持续集成CI","CI2.0人工时详细列表","2","22","软件研发部公共空间 主页 / 26、持续集成CI / CI2.0人工时详细列表","设计与架构","2023-03-09 18:14:13","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=201954644"
"RJYFBGG","软件研发部公共空间","175510662","130451027","26、持续集成CI","CI与聚好看自动化测试","2","23","软件研发部公共空间 主页 / 26、持续集成CI / CI与聚好看自动化测试","设计与架构","2022-08-15 19:32:21","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=175510662"
"RJYFBGG","软件研发部公共空间","177875484","130451027","26、持续集成CI","CI无效问题--Jira问题","2","24","软件研发部公共空间 主页 / 26、持续集成CI / CI无效问题--Jira问题","设计与架构","2022-12-05 15:57:47","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=177875484"
"RJYFBGG","软件研发部公共空间","211790410","130451027","26、持续集成CI","CI月报23年4月度-解决周期长问题","2","25","软件研发部公共空间 主页 / 26、持续集成CI / CI月报23年4月度-解决周期长问题","设计与架构","2023-05-06 18:17:47","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=211790410"
"RJYFBGG","软件研发部公共空间","172266548","130451027","26、持续集成CI","CI流水线 config.sh配置异常情况汇总","2","26","软件研发部公共空间 主页 / 26、持续集成CI / CI流水线 config.sh配置异常情况汇总","设计与架构","2022-08-18 18:30:59","未知用户 (huangwei17)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=172266548"
"RJYFBGG","软件研发部公共空间","216916434","130451027","26、持续集成CI","CI流水线接入","2","27","软件研发部公共空间 主页 / 26、持续集成CI / CI流水线接入","设计与架构","2025-10-15 14:03:26","马立凯","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=216916434"
"RJYFBGG","软件研发部公共空间","178600667","130451027","26、持续集成CI","DTV-HUI","2","28","软件研发部公共空间 主页 / 26、持续集成CI / DTV-HUI","设计与架构","2022-09-10 09:21:35","窦学鹏","否","http://dmtks.hisense.com/display/RJYFBGG/DTV-HUI"
"RJYFBGG","软件研发部公共空间","224251114","130451027","26、持续集成CI","Service-HUI","2","29","软件研发部公共空间 主页 / 26、持续集成CI / Service-HUI","设计与架构","2023-11-15 13:59:40","戴青娥","否","http://dmtks.hisense.com/display/RJYFBGG/Service-HUI"
"RJYFBGG","软件研发部公共空间","214292884","130451027","26、持续集成CI","主干开发2023","2","30","软件研发部公共空间 主页 / 26、持续集成CI / 主干开发2023","设计与架构","2023-05-22 10:02:39","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=214292884"
"RJYFBGG","软件研发部公共空间","177867295","130451027","26、持续集成CI","产品CI","2","31","软件研发部公共空间 主页 / 26、持续集成CI / 产品CI","设计与架构","2022-09-09 18:05:08","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=177867295"
"RJYFBGG","软件研发部公共空间","131138041","130451027","26、持续集成CI","单元测试任务分解","2","32","软件研发部公共空间 主页 / 26、持续集成CI / 单元测试任务分解","设计与架构","2021-07-12 09:47:28","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=131138041"
"RJYFBGG","软件研发部公共空间","131137996","130451027","26、持续集成CI","单元测试会议纪要","2","33","软件研发部公共空间 主页 / 26、持续集成CI / 单元测试会议纪要","设计与架构","2021-07-12 09:39:15","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=131137996"
"RJYFBGG","软件研发部公共空间","131137839","130451027","26、持续集成CI","单元测试模块","2","34","软件研发部公共空间 主页 / 26、持续集成CI / 单元测试模块","设计与架构","2021-07-12 14:48:22","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=131137839"
"RJYFBGG","软件研发部公共空间","176306313","130451027","26、持续集成CI","发布","2","35","软件研发部公共空间 主页 / 26、持续集成CI / 发布","设计与架构","2022-08-25 19:03:05","陈晓敏","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=176306313"
"RJYFBGG","软件研发部公共空间","151623587","130451027","26、持续集成CI","各模块代码行数及用例数统计(截止下午3点)","2","36","软件研发部公共空间 主页 / 26、持续集成CI / 各模块代码行数及用例数统计(截止下午3点)","设计与架构","2022-01-17 17:43:28","胡高文/Kevin Hu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=151623587"
"RJYFBGG","软件研发部公共空间","231027098","130451027","26、持续集成CI","平台/驱动  自动化测试用例 摸底","2","37","软件研发部公共空间 主页 / 26、持续集成CI / 平台/驱动  自动化测试用例 摸底","设计与架构","2024-03-12 15:37:20","李川","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=231027098"
"RJYFBGG","软件研发部公共空间","174728472","130451027","26、持续集成CI","平台/驱动&应用Release标准","2","38","软件研发部公共空间 主页 / 26、持续集成CI / 平台/驱动&应用Release标准","设计与架构","2022-09-20 14:54:48","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=174728472"
"RJYFBGG","软件研发部公共空间","184461633","130451027","26、持续集成CI","应用CI 系统修改需求","2","39","软件研发部公共空间 主页 / 26、持续集成CI / 应用CI 系统修改需求","需求与功能","2023-12-20 15:56:00","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=184461633"
"RJYFBGG","软件研发部公共空间","171416155","130451027","26、持续集成CI","废弃页面","2","40","软件研发部公共空间 主页 / 26、持续集成CI / 废弃页面","设计与架构","2022-07-25 11:42:30","刘承龙","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=171416155"
"RJYFBGG","软件研发部公共空间","138418635","14824627","软件研发部公共空间 主页","27、科室看板信息","1","29","软件研发部公共空间 主页 / 27、科室看板信息","其他","2023-05-22 13:14:26","张继栋","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=138418635"
"RJYFBGG","软件研发部公共空间","214287415","14824627","软件研发部公共空间 主页","手机产品线资料","1","30","软件研发部公共空间 主页 / 手机产品线资料","其他","2023-05-19 13:47:59","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=214287415"
"RJYFBGG","软件研发部公共空间","163258305","214287415","手机产品线资料","软件计划管理","2","1","软件研发部公共空间 主页 / 手机产品线资料 / 软件计划管理","版本与计划","2022-05-13 15:16:20","未知用户 (zhangxuejie1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=163258305"
"RJYFBGG","软件研发部公共空间","117511210","214287415","手机产品线资料","内销手机项目梳理","2","2","软件研发部公共空间 主页 / 手机产品线资料 / 内销手机项目梳理","项目管理","2021-09-10 17:51:56","未知用户 (zhaowenbo)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=117511210"
"RJYFBGG","软件研发部公共空间","41353547","214287415","手机产品线资料","5、手机产品线QCC提案提交","2","3","软件研发部公共空间 主页 / 手机产品线资料 / 5、手机产品线QCC提案提交","其他","2018-12-24 11:54:28","未知用户 (weiliying)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=41353547"
"RJYFBGG","软件研发部公共空间","164833756","214287415","手机产品线资料","手机项目CR申请台账","2","4","软件研发部公共空间 主页 / 手机产品线资料 / 手机项目CR申请台账","项目管理","2022-07-28 11:47:49","未知用户 (hucong)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=164833756"
"RJYFBGG","软件研发部公共空间","88377615","214287415","手机产品线资料","11、手机跟线安排","2","5","软件研发部公共空间 主页 / 手机产品线资料 / 11、手机跟线安排","其他","2021-12-27 10:07:46","未知用户 (heqi)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=88377615"
"RJYFBGG","软件研发部公共空间","157188378","214287415","手机产品线资料","33 通信软件各所疫情期间就餐统计","2","6","软件研发部公共空间 主页 / 手机产品线资料 / 33 通信软件各所疫情期间就餐统计","数据与质量","2022-03-14 08:14:42","未知用户 (wangfei8)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=157188378"
"RJYFBGG","软件研发部公共空间","92277642","214287415","手机产品线资料","12、创新成果","2","7","软件研发部公共空间 主页 / 手机产品线资料 / 12、创新成果","其他","2020-06-23 13:30:21","未知用户 (zhuzhongwei)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=92277642"
"RJYFBGG","软件研发部公共空间","52104847","14824627","软件研发部公共空间 主页","文件列表","1","31","软件研发部公共空间 主页 / 文件列表","其他","2019-04-17 09:37:37","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=52104847"
"RJYFBGG","软件研发部公共空间","226978015","14824627","软件研发部公共空间 主页","28、应用业务方向","1","32","软件研发部公共空间 主页 / 28、应用业务方向","其他","2024-01-19 11:13:14","孙磊","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=226978015"
