"空间键","空间名称","页面ID","父页面ID","父页面标题","标题","层级深度","同级序号","目录路径","主题推断","最后修改时间","最后修改人","子页面是否截断","链接"
"DSWXXM","电视外销项目空间","129076018","129075915","16. VIDAA & REGZA Dual world design","06.Graphic plane design--VIDAA:王新志","2","8","电视外销项目空间 主页 / 16. VIDAA & REGZA Dual world design / 06.Graphic plane design--VIDAA:王新志","设计与架构","2021-10-09 15:58:40","程霖/Clin Cheng","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=129076018"
"DSWXXM","电视外销项目空间","129076024","129075915","16. VIDAA & REGZA Dual world design","07.Network(IPV6)----VIDAA:于渚","2","9","电视外销项目空间 主页 / 16. VIDAA & REGZA Dual world design / 07.Network(IPV6)----VIDAA:于渚","设计与架构","2022-02-25 18:29:03","茶木宏之","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=129076024"
"DSWXXM","电视外销项目空间","129076028","129075915","16. VIDAA & REGZA Dual world design","08.Data seperation--VIDAA:刁磊","2","10","电视外销项目空间 主页 / 16. VIDAA & REGZA Dual world design / 08.Data seperation--VIDAA:刁磊","设计与架构","2022-08-26 10:19:15","原聡美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=129076028"
"DSWXXM","电视外销项目空间","129076036","129075915","16. VIDAA & REGZA Dual world design","09.System start sequence----VIDAA:孙立庆","2","11","电视外销项目空间 主页 / 16. VIDAA & REGZA Dual world design / 09.System start sequence----VIDAA:孙立庆","设计与架构","2021-06-22 13:49:41","程霖/Clin Cheng","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=129076036"
"DSWXXM","电视外销项目空间","129076041","129075915","16. VIDAA & REGZA Dual world design","10.UI(Setting)--VIDAA:郝云英","2","12","电视外销项目空间 主页 / 16. VIDAA & REGZA Dual world design / 10.UI(Setting)--VIDAA:郝云英","设计与架构","2021-08-27 12:39:53","大浦和真","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=129076041"
"DSWXXM","电视外销项目空间","129076044","129075915","16. VIDAA & REGZA Dual world design","11.Blutooth--VIDAA:姜晓胜","2","13","电视外销项目空间 主页 / 16. VIDAA & REGZA Dual world design / 11.Blutooth--VIDAA:姜晓胜","设计与架构","2023-01-06 19:22:53","茶木宏之","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=129076044"
"DSWXXM","电视外销项目空间","129076047","129075915","16. VIDAA & REGZA Dual world design","12.Video--VIDAA:曹圆圆","2","14","电视外销项目空间 主页 / 16. VIDAA & REGZA Dual world design / 12.Video--VIDAA:曹圆圆","设计与架构","2021-06-29 17:28:15","程霖/Clin Cheng","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=129076047"
"DSWXXM","电视外销项目空间","129076051","129075915","16. VIDAA & REGZA Dual world design","13.voice for youtube--VIDAA:高鹏","2","15","电视外销项目空间 主页 / 16. VIDAA & REGZA Dual world design / 13.voice for youtube--VIDAA:高鹏","设计与架构","2021-08-02 11:15:43","高鹏/Gavin Gao","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=129076051"
"DSWXXM","电视外销项目空间","129076055","129075915","16. VIDAA & REGZA Dual world design","14.System upgrade--VIDAA:李鹏涛","2","16","电视外销项目空间 主页 / 16. VIDAA & REGZA Dual world design / 14.System upgrade--VIDAA:李鹏涛","设计与架构","2021-09-29 16:24:03","未知用户 (lipengtao)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=129076055"
"DSWXXM","电视外销项目空间","129076197","129075915","16. VIDAA & REGZA Dual world design","15.LogReport--VIDAA:王昕昕","2","17","电视外销项目空间 主页 / 16. VIDAA & REGZA Dual world design / 15.LogReport--VIDAA:王昕昕","设计与架构","2021-06-22 15:08:59","高同庆/Hoveran Gao","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=129076197"
"DSWXXM","电视外销项目空间","129076200","129075915","16. VIDAA & REGZA Dual world design","16.System Time management--VIDAA：孙立庆","2","18","电视外销项目空间 主页 / 16. VIDAA & REGZA Dual world design / 16.System Time management--VIDAA：孙立庆","设计与架构","2021-07-08 16:43:50","程霖/Clin Cheng","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=129076200"
"DSWXXM","电视外销项目空间","129797942","129075915","16. VIDAA & REGZA Dual world design","17.Resource management----vidaa:李明","2","19","电视外销项目空间 主页 / 16. VIDAA & REGZA Dual world design / 17.Resource management----vidaa:李明","设计与架构","2021-12-09 08:39:11","大浦和真","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=129797942"
"DSWXXM","电视外销项目空间","129797964","129075915","16. VIDAA & REGZA Dual world design","18.Audio--VIDAA:张辉娟","2","20","电视外销项目空间 主页 / 16. VIDAA & REGZA Dual world design / 18.Audio--VIDAA:张辉娟","设计与架构","2021-12-28 13:45:44","张辉娟","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=129797964"
"DSWXXM","电视外销项目空间","129797978","129075915","16. VIDAA & REGZA Dual world design","19. Application  R&R","2","21","电视外销项目空间 主页 / 16. VIDAA & REGZA Dual world design / 19. Application  R&R","设计与架构","2022-06-20 18:03:04","吉田仁","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=129797978"
"DSWXXM","电视外销项目空间","129800223","129075915","16. VIDAA & REGZA Dual world design","20.TEE(trusted zone) and DRM management","2","22","电视外销项目空间 主页 / 16. VIDAA & REGZA Dual world design / 20.TEE(trusted zone) and DRM management","设计与架构","2021-06-30 18:37:01","程霖/Clin Cheng","否","http://dmtks.hisense.com/display/DSWXXM/20.TEE%28trusted+zone%29+and+DRM+management"
"DSWXXM","电视外销项目空间","129805101","129075915","16. VIDAA & REGZA Dual world design","21.Voice recognition & control","2","23","电视外销项目空间 主页 / 16. VIDAA & REGZA Dual world design / 21.Voice recognition & control","设计与架构","2022-01-15 14:15:15","茶木宏之","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=129805101"
"DSWXXM","电视外销项目空间","130459354","129075915","16. VIDAA & REGZA Dual world design","22.External Input ( HDMI and CVBS )","2","24","电视外销项目空间 主页 / 16. VIDAA & REGZA Dual world design / 22.External Input ( HDMI and CVBS )","设计与架构","2021-07-13 08:59:37","程霖/Clin Cheng","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=130459354"
"DSWXXM","电视外销项目空间","130459358","129075915","16. VIDAA & REGZA Dual world design","23.CEC","2","25","电视外销项目空间 主页 / 16. VIDAA & REGZA Dual world design / 23.CEC","设计与架构","2021-12-15 10:47:10","未知用户 (huojunyi)","否","http://dmtks.hisense.com/display/DSWXXM/23.CEC"
"DSWXXM","电视外销项目空间","130459365","129075915","16. VIDAA & REGZA Dual world design","24.PQ","2","26","电视外销项目空间 主页 / 16. VIDAA & REGZA Dual world design / 24.PQ","设计与架构","2021-12-23 13:54:49","曹圆圆","否","http://dmtks.hisense.com/display/DSWXXM/24.PQ"
"DSWXXM","电视外销项目空间","131138184","129075915","16. VIDAA & REGZA Dual world design","25. External Backend(Kali) Control","2","27","电视外销项目空间 主页 / 16. VIDAA & REGZA Dual world design / 25. External Backend(Kali) Control","设计与架构","2021-11-30 15:09:00","大澤創","否","http://dmtks.hisense.com/display/DSWXXM/25.+External+Backend%28Kali%29+Control"
"DSWXXM","电视外销项目空间","131926239","129075915","16. VIDAA & REGZA Dual world design","26. Product Function Design","2","28","电视外销项目空间 主页 / 16. VIDAA & REGZA Dual world design / 26. Product Function Design","设计与架构","2021-07-19 20:17:12","村松孝倫","否","http://dmtks.hisense.com/display/DSWXXM/26.+Product+Function+Design"
"DSWXXM","电视外销项目空间","133302369","129075915","16. VIDAA & REGZA Dual world design","27.Design for Hisense  brand model","2","29","电视外销项目空间 主页 / 16. VIDAA & REGZA Dual world design / 27.Design for Hisense  brand model","设计与架构","2021-08-02 19:16:13","程霖/Clin Cheng","否","http://dmtks.hisense.com/display/DSWXXM/27.Design+for+Hisense++brand+model"
"DSWXXM","电视外销项目空间","136912366","129075915","16. VIDAA & REGZA Dual world design","28. Store Mode","2","30","电视外销项目空间 主页 / 16. VIDAA & REGZA Dual world design / 28. Store Mode","设计与架构","2021-09-09 08:31:11","吉田仁","否","http://dmtks.hisense.com/display/DSWXXM/28.+Store+Mode"
"DSWXXM","电视外销项目空间","139075169","129075915","16. VIDAA & REGZA Dual world design","29. Security","2","31","电视外销项目空间 主页 / 16. VIDAA & REGZA Dual world design / 29. Security","设计与架构","2021-09-28 17:30:17","王济洋","否","http://dmtks.hisense.com/display/DSWXXM/29.+Security"
"DSWXXM","电视外销项目空间","140347281","129075915","16. VIDAA & REGZA Dual world design","30. Panel control of OLED model","2","32","电视外销项目空间 主页 / 16. VIDAA & REGZA Dual world design / 30. Panel control of OLED model","设计与架构","2022-02-16 16:21:00","孙立庆/Daniel Sun","否","http://dmtks.hisense.com/display/DSWXXM/30.+Panel+control+of+OLED+model"
"DSWXXM","电视外销项目空间","148574587","129075915","16. VIDAA & REGZA Dual world design","31.Hotel Mode","2","33","电视外销项目空间 主页 / 16. VIDAA & REGZA Dual world design / 31.Hotel Mode","设计与架构","2022-03-17 11:47:04","张小涛/Colin Zhang","否","http://dmtks.hisense.com/display/DSWXXM/31.Hotel+Mode"
"DSWXXM","电视外销项目空间","156474054","129075915","16. VIDAA & REGZA Dual world design","32.AirPlay function","2","34","电视外销项目空间 主页 / 16. VIDAA & REGZA Dual world design / 32.AirPlay function","设计与架构","2022-03-08 17:43:03","周立辉","否","http://dmtks.hisense.com/display/DSWXXM/32.AirPlay+function"
"DSWXXM","电视外销项目空间","176294922","129075915","16. VIDAA & REGZA Dual world design","33. Odin integration for TVS models","2","35","电视外销项目空间 主页 / 16. VIDAA & REGZA Dual world design / 33. Odin integration for TVS models","设计与架构","2023-05-09 14:53:36","オンキンコミシェル","否","http://dmtks.hisense.com/display/DSWXXM/33.+Odin+integration+for+TVS+models"
"DSWXXM","电视外销项目空间","190350407","129075915","16. VIDAA & REGZA Dual world design","34. VIDAA Log Management","2","36","电视外销项目空间 主页 / 16. VIDAA & REGZA Dual world design / 34. VIDAA Log Management","设计与架构","2023-12-21 14:44:08","川田大","否","http://dmtks.hisense.com/display/DSWXXM/34.+VIDAA+Log+Management"
"DSWXXM","电视外销项目空间","199888503","129075915","16. VIDAA & REGZA Dual world design","35.IR control at Power Micon.","2","37","电视外销项目空间 主页 / 16. VIDAA & REGZA Dual world design / 35.IR control at Power Micon.","设计与架构","2023-02-20 21:13:10","川田大","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=199888503"
"DSWXXM","电视外销项目空间","213434577","129075915","16. VIDAA & REGZA Dual world design","36. Histogram Backlight Control (HBC)","2","38","电视外销项目空间 主页 / 16. VIDAA & REGZA Dual world design / 36. Histogram Backlight Control (HBC)","设计与架构","2024-03-28 18:49:39","市江晃","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=213434577"
"DSWXXM","电视外销项目空间","234503174","129075915","16. VIDAA & REGZA Dual world design","37.  Turn off backlight leakage protection","2","39","电视外销项目空间 主页 / 16. VIDAA & REGZA Dual world design / 37.  Turn off backlight leakage protection","设计与架构","2024-08-22 14:56:14","李晓斌","否","http://dmtks.hisense.com/display/DSWXXM/37.++Turn+off+backlight+leakage+protection"
"DSWXXM","电视外销项目空间","139070885","129075915","16. VIDAA & REGZA Dual world design","50. 2022 REGZA Request Design","2","40","电视外销项目空间 主页 / 16. VIDAA & REGZA Dual world design / 50. 2022 REGZA Request Design","设计与架构","2021-09-27 16:41:33","大浦和真","否","http://dmtks.hisense.com/display/DSWXXM/50.+2022+REGZA+Request+Design"
"DSWXXM","电视外销项目空间","140355906","22053496","电视外销项目空间 主页","17、TVS Cost Down Project","1","18","电视外销项目空间 主页 / 17、TVS Cost Down Project","项目管理","2021-10-15 13:53:43","王济洋","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=140355906"
"DSWXXM","电视外销项目空间","162402308","140355906","17、TVS Cost Down Project","TVS技术融合2022年周报","2","1","电视外销项目空间 主页 / 17、TVS Cost Down Project / TVS技术融合2022年周报","项目管理","2022-06-24 16:34:10","王济洋","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=162402308"
"DSWXXM","电视外销项目空间","194357859","140355906","17、TVS Cost Down Project","Work Estimation 2023","2","2","电视外销项目空间 主页 / 17、TVS Cost Down Project / Work Estimation 2023","项目管理","2023-11-27 13:07:06","木村崇博","否","http://dmtks.hisense.com/display/DSWXXM/Work+Estimation+2023"
"DSWXXM","电视外销项目空间","221288690","140355906","17、TVS Cost Down Project","Work Estimation 2024","2","3","电视外销项目空间 主页 / 17、TVS Cost Down Project / Work Estimation 2024","项目管理","2024-04-11 12:56:24","市江晃","否","http://dmtks.hisense.com/display/DSWXXM/Work+Estimation+2024"
"DSWXXM","电视外销项目空间","140355914","140355906","17、TVS Cost Down Project","[2021-2022] TVS Cost Down Project","2","4","电视外销项目空间 主页 / 17、TVS Cost Down Project / [2021-2022] TVS Cost Down Project","项目管理","2021-10-15 13:58:39","王济洋","否","http://dmtks.hisense.com/display/DSWXXM/%5B2021-2022%5D+TVS+Cost+Down+Project"
"DSWXXM","电视外销项目空间","167325799","140355906","17、TVS Cost Down Project","[2022] TVS Cost Down Project","2","5","电视外销项目空间 主页 / 17、TVS Cost Down Project / [2022] TVS Cost Down Project","项目管理","2022-07-22 14:15:58","王济洋","否","http://dmtks.hisense.com/display/DSWXXM/%5B2022%5D+TVS+Cost+Down+Project"
"DSWXXM","电视外销项目空间","221288682","140355906","17、TVS Cost Down Project","[2023-2024] TVS Cost Down Project","2","6","电视外销项目空间 主页 / 17、TVS Cost Down Project / [2023-2024] TVS Cost Down Project","项目管理","2023-09-13 21:31:33","王济洋","否","http://dmtks.hisense.com/display/DSWXXM/%5B2023-2024%5D+TVS+Cost+Down+Project"
"DSWXXM","电视外销项目空间","261727183","140355906","17、TVS Cost Down Project","[2024-2025] TVS Cost Down Project","2","7","电视外销项目空间 主页 / 17、TVS Cost Down Project / [2024-2025] TVS Cost Down Project","项目管理","2024-08-20 20:55:56","王济洋","否","http://dmtks.hisense.com/display/DSWXXM/%5B2024-2025%5D+TVS+Cost+Down+Project"
"DSWXXM","电视外销项目空间","161530921","22053496","电视外销项目空间 主页","18. 外协项目软件管理工作规范","1","19","电视外销项目空间 主页 / 18. 外协项目软件管理工作规范","规范与流程","2022-04-22 18:17:44","宋虎","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=161530921"
"DSWXXM","电视外销项目空间","161530942","161530921","18. 外协项目软件管理工作规范","1 外协项目管理痛点梳理","2","1","电视外销项目空间 主页 / 18. 外协项目软件管理工作规范 / 1 外协项目管理痛点梳理","规范与流程","2022-04-22 18:17:25","宋虎","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=161530942"
"DSWXXM","电视外销项目空间","161531505","161530921","18. 外协项目软件管理工作规范","Ref+ 工作规范 & 知识库","2","2","电视外销项目空间 主页 / 18. 外协项目软件管理工作规范 / Ref+ 工作规范 & 知识库","规范与流程","2022-05-09 14:05:55","梁云毅","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=161531505"
"DSWXXM","电视外销项目空间","162403208","22053496","电视外销项目空间 主页","19. 预研项目周报","1","20","电视外销项目空间 主页 / 19. 预研项目周报","项目管理","2022-04-25 10:46:55","曲寒冬/Handong Qu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=162403208"
"DSWXXM","电视外销项目空间","208210522","162403208","19. 预研项目周报","2023年预研项目进度跟踪","2","1","电视外销项目空间 主页 / 19. 预研项目周报 / 2023年预研项目进度跟踪","项目管理","2023-12-18 15:25:39","未知用户 (leigang)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=208210522"
"DSWXXM","电视外销项目空间","225844076","162403208","19. 预研项目周报","2024年计划落地到应市的项目跟踪","2","2","电视外销项目空间 主页 / 19. 预研项目周报 / 2024年计划落地到应市的项目跟踪","版本与计划","2023-12-05 10:30:17","未知用户 (leigang)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=225844076"
"DSWXXM","电视外销项目空间","225842989","162403208","19. 预研项目周报","2024年预研项目进度跟踪","2","3","电视外销项目空间 主页 / 19. 预研项目周报 / 2024年预研项目进度跟踪","项目管理","2023-12-05 14:01:42","未知用户 (leigang)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=225842989"
"DSWXXM","电视外销项目空间","204749265","162403208","19. 预研项目周报","Mars 版本迭代","2","4","电视外销项目空间 主页 / 19. 预研项目周报 / Mars 版本迭代","版本与计划","2023-06-08 17:14:28","未知用户 (leigang)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=204749265"
"DSWXXM","电视外销项目空间","164071591","162403208","19. 预研项目周报","应用开发部周报","2","5","电视外销项目空间 主页 / 19. 预研项目周报 / 应用开发部周报","项目管理","2022-05-13 16:22:29","郝云英/Emily Hao","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=164071591"
"DSWXXM","电视外销项目空间","193512951","162403208","19. 预研项目周报","武研预研项目周报","2","6","电视外销项目空间 主页 / 19. 预研项目周报 / 武研预研项目周报","项目管理","2023-01-07 12:09:37","赵咏波/Bobey Zhao","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=193512951"
"DSWXXM","电视外销项目空间","162416823","162403208","19. 预研项目周报","深研预研项目管理","2","7","电视外销项目空间 主页 / 19. 预研项目周报 / 深研预研项目管理","项目管理","2022-04-28 17:25:39","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=162416823"
"DSWXXM","电视外销项目空间","164071589","162403208","19. 预研项目周报","系统开发部周报","2","8","电视外销项目空间 主页 / 19. 预研项目周报 / 系统开发部周报","项目管理","2022-05-09 16:22:17","曲寒冬/Handong Qu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=164071589"
"DSWXXM","电视外销项目空间","163251202","22053496","电视外销项目空间 主页","2022-05-02","1","21","电视外销项目空间 主页 / 2022-05-02","项目管理","2022-05-02 15:24:03","田中克則","否","http://dmtks.hisense.com/display/DSWXXM/2022-05-02"
"DSWXXM","电视外销项目空间","136906664","22053496","电视外销项目空间 主页","TVS square","1","22","电视外销项目空间 主页 / TVS square","项目管理","2024-04-23 12:57:10","山田浩史","否","http://dmtks.hisense.com/display/DSWXXM/TVS+square"
"DSWXXM","电视外销项目空间","229081808","136906664","TVS square","Advanced Technological Survey / 先行技術検討","2","1","电视外销项目空间 主页 / TVS square / Advanced Technological Survey / 先行技術検討","项目管理","2025-07-23 14:20:57","伊藤博明","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=229081808"
"DSWXXM","电视外销项目空间","177144429","136906664","TVS square","Coding Rule","2","2","电视外销项目空间 主页 / TVS square / Coding Rule","项目管理","2024-05-23 09:28:37","大浦和真","否","http://dmtks.hisense.com/display/DSWXXM/Coding+Rule"
"DSWXXM","电视外销项目空间","192156742","136906664","TVS square","Collaboration","2","3","电视外销项目空间 主页 / TVS square / Collaboration","测试与验证","2022-12-20 17:00:45","祝欣培","否","http://dmtks.hisense.com/display/DSWXXM/Collaboration"
"DSWXXM","电视外销项目空间","205693657","136906664","TVS square","Design documents / Specifications","2","4","电视外销项目空间 主页 / TVS square / Design documents / Specifications","设计与架构","2024-08-29 19:05:54","山田浩史","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=205693657"
"DSWXXM","电视外销项目空间","227452125","136906664","TVS square","Equipments / 物品管理","2","5","电视外销项目空间 主页 / TVS square / Equipments / 物品管理","项目管理","2024-01-25 11:54:48","伊藤博明","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=227452125"
"DSWXXM","电视外销项目空间","227454474","136906664","TVS square","IS / 情報共有システム","2","6","电视外销项目空间 主页 / TVS square / IS / 情報共有システム","项目管理","2024-01-25 11:55:45","伊藤博明","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=227454474"
"DSWXXM","电视外销项目空间","229429766","136906664","TVS square","Software Working Group Activity","2","7","电视外销项目空间 主页 / TVS square / Software Working Group Activity","项目管理","2026-04-06 12:53:42","佐伯康広","否","http://dmtks.hisense.com/display/DSWXXM/Software+Working+Group+Activity"
"DSWXXM","电视外销项目空间","256847269","136906664","TVS square","SW Fix日程周知ページ","2","8","电视外销项目空间 主页 / TVS square / SW Fix日程周知ページ","项目管理","2024-11-12 12:25:19","山田浩史","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=256847269"
"DSWXXM","电视外销项目空间","222327541","136906664","TVS square","SWアップデート計画","2","9","电视外销项目空间 主页 / TVS square / SWアップデート計画","项目管理","2026-02-17 16:18:35","世良聡之","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=222327541"
"DSWXXM","电视外销项目空间","234500687","136906664","TVS square","SWアップデート時の認証・検査方法判定フロー","2","10","电视外销项目空间 主页 / TVS square / SWアップデート時の認証・検査方法判定フロー","项目管理","2024-07-16 15:52:24","宇井俊司","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=234500687"
"DSWXXM","电视外销项目空间","230153841","136906664","TVS square","ブランチ情報","2","11","电视外销项目空间 主页 / TVS square / ブランチ情報","项目管理","2026-04-27 14:35:47","中尾雅治","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=230153841"
"DSWXXM","电视外销项目空间","241994924","136906664","TVS square","制限事項調整結果ラベル一覧/Restriction coordination result labels list","2","12","电视外销项目空间 主页 / TVS square / 制限事項調整結果ラベル一覧/Restriction coordination result labels list","测试与验证","2026-04-24 12:47:29","角橋孝広","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=241994924"
"DSWXXM","电视外销项目空间","136906668","136906664","TVS square","Teams","2","13","电视外销项目空间 主页 / TVS square / Teams","项目管理","2022-07-07 14:51:12","瀬戸一希","否","http://dmtks.hisense.com/display/DSWXXM/Teams"
"DSWXXM","电视外销项目空间","204745813","136906664","TVS square","体制表","2","14","电视外销项目空间 主页 / TVS square / 体制表","项目管理","2023-04-25 14:06:55","平原孝司","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=204745813"
"DSWXXM","电视外销项目空间","216376878","136906664","TVS square","営業サンプル向けリリース管理","2","15","电视外销项目空间 主页 / TVS square / 営業サンプル向けリリース管理","项目管理","2026-03-03 10:05:56","角橋孝広","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=216376878"
"DSWXXM","电视外销项目空间","231855419","136906664","TVS square","TVS Section","2","16","电视外销项目空间 主页 / TVS square / TVS Section","项目管理","2024-07-08 19:52:05","山田浩史","否","http://dmtks.hisense.com/display/DSWXXM/TVS+Section"
"DSWXXM","电视外销项目空间","232989080","136906664","TVS square","Development rules","2","17","电视外销项目空间 主页 / TVS square / Development rules","项目管理","2024-04-17 10:50:17","佐伯康広","否","http://dmtks.hisense.com/display/DSWXXM/Development+rules"
"DSWXXM","电视外销项目空间","236734786","136906664","TVS square","商品企画資料","2","18","电视外销项目空间 主页 / TVS square / 商品企画資料","项目管理","2024-05-06 15:42:29","王峰","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=236734786"
"DSWXXM","电视外销项目空间","245787155","136906664","TVS square","Committee","2","19","电视外销项目空间 主页 / TVS square / Committee","项目管理","2024-06-18 17:41:49","瀬戸一希","否","http://dmtks.hisense.com/display/DSWXXM/Committee"
"DSWXXM","电视外销项目空间","252839956","136906664","TVS square","Security information registration","2","20","电视外销项目空间 主页 / TVS square / Security information registration","项目管理","2024-07-09 18:14:22","波平真二","否","http://dmtks.hisense.com/display/DSWXXM/Security+information+registration"
"DSWXXM","电视外销项目空间","276384195","136906664","TVS square","LogReport ：Operation and usage Instructions","2","21","电视外销项目空间 主页 / TVS square / LogReport ：Operation and usage Instructions","项目管理","2026-03-25 16:04:07","中村敦","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=276384195"
"DSWXXM","电视外销项目空间","288466375","136906664","TVS square","部門KPI_新SWプラットフォームの構築","2","22","电视外销项目空间 主页 / TVS square / 部門KPI_新SWプラットフォームの構築","项目管理","2026-05-07 09:55:15","下田英男","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=288466375"
"DSWXXM","电视外销项目空间","289954871","136906664","TVS square","SoC Information","2","23","电视外销项目空间 主页 / TVS square / SoC Information","项目管理","2026-02-03 13:41:26","田中克則","否","http://dmtks.hisense.com/display/DSWXXM/SoC+Information"
"DSWXXM","电视外销项目空间","289962081","136906664","TVS square","ブランチCommitlyBuild/LibUpdate稼働情報","2","24","电视外销项目空间 主页 / TVS square / ブランチCommitlyBuild/LibUpdate稼働情報","项目管理","2026-01-31 11:41:35","波平真二","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=289962081"
"DSWXXM","电视外销项目空间","293189094","136906664","TVS square","リスク管理表テンプレート","2","25","电视外销项目空间 主页 / TVS square / リスク管理表テンプレート","项目管理","2026-03-11 15:23:17","角橋孝広","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=293189094"
"DSWXXM","电视外销项目空间","294916306","136906664","TVS square","B12製品開発（旧、新規研製品開発）","2","26","电视外销项目空间 主页 / TVS square / B12製品開発（旧、新規研製品開発）","项目管理","2026-03-18 09:26:34","山田浩史","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=294916306"
"DSWXXM","电视外销项目空间","243923638","136906664","TVS square","各種専門用語・略語の英中日語及び説明","2","27","电视外销项目空间 主页 / TVS square / 各種専門用語・略語の英中日語及び説明","项目管理","2025-07-18 16:59:30","張付新","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=243923638"
"DSWXXM","电视外销项目空间","316542524","136906664","TVS square","クラウドインフラ","2","28","电视外销项目空间 主页 / TVS square / クラウドインフラ","项目管理","2025-07-18 15:53:45","辻雅史","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=316542524"
"DSWXXM","电视外销项目空间","335545927","136906664","TVS square","Advanced Technological Survey / 先行技術検討 ph.2","2","29","电视外销项目空间 主页 / TVS square / Advanced Technological Survey / 先行技術検討 ph.2","项目管理","2025-11-27 15:07:38","中島基輝","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=335545927"
"DSWXXM","电视外销项目空间","341969246","136906664","TVS square","振り返り会","2","30","电视外销项目空间 主页 / TVS square / 振り返り会","项目管理","2025-12-01 12:52:05","平原孝司","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=341969246"
"DSWXXM","电视外销项目空间","341970772","136906664","TVS square","CES対応","2","31","电视外销项目空间 主页 / TVS square / CES対応","项目管理","2025-12-02 13:41:45","中島基輝","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=341970772"
"DSWXXM","电视外销项目空间","355593482","136906664","TVS square","TVS Global TV","2","32","电视外销项目空间 主页 / TVS square / TVS Global TV","项目管理","2026-02-06 17:04:33","大浦和真","否","http://dmtks.hisense.com/display/DSWXXM/TVS+Global+TV"
"DSWXXM","电视外销项目空间","178607326","22053496","电视外销项目空间 主页","TESTSZM","1","23","电视外销项目空间 主页 / TESTSZM","测试与验证","2022-09-09 15:13:48","未知用户 (shengzhimei)","否","http://dmtks.hisense.com/display/DSWXXM/TESTSZM"
"DSWXXM","电视外销项目空间","204749310","22053496","电视外销项目空间 主页","20. 先行项目","1","24","电视外销项目空间 主页 / 20. 先行项目","项目管理","2023-03-23 16:50:37","未知用户 (leigang)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=204749310"
"DSWXXM","电视外销项目空间","205697013","204749310","20. 先行项目","【3/24】9618U7.5项目的开发和LIT测试进展汇总","2","1","电视外销项目空间 主页 / 20. 先行项目 / 【3/24】9618U7.5项目的开发和LIT测试进展汇总","测试与验证","2023-04-03 18:31:44","邵鹏/Peng Shao","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=205697013"
